thumbnail,title,subtitles,rating,link,price_period,price_currency,price_value,marketplace
https://a0.muscache.com/im/pictures/2507b9b3-b7dc-4484-9d1f-74128f0813a8.jpg?im_w=720,Private room in Charlottenburg,.Comfortable Private Room Nr. 1,4.62,https://www.airbnb.com/rooms/7824562,night,$,83,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-25252686/original/7be1cc11-22b7-4ff0-8598-0607c44e5395.jpeg?im_w=720,Private room in Mitte,Super central & cozy room at Zionskirchplatz!,4.93,https://www.airbnb.com/rooms/25252686,night,$,81,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-578236928583726571/original/520000f4-da3f-4577-ac99-cd5dfb1b57b6.jpeg?im_w=720,Private room in Mitte,"Carré Voltaire, TOP private room with balcony!",4.8,https://www.airbnb.com/rooms/578236928583726571,night,$,83,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-11603400/original/2c31e19d-f30c-424b-946b-75face820893.jpeg?im_w=720,Private room in Tempelhof,Green ART Palace.,5.0,https://www.airbnb.com/rooms/11603400,night,$,77,airbnb
https://a0.muscache.com/im/pictures/7b7c03da-1cdb-4185-87a2-e0c9c6a156cf.jpg?im_w=720,Apartment in Mitte,Apartment in Central,4.41,https://www.airbnb.com/rooms/36268916,night,$,101,airbnb
https://a0.muscache.com/im/pictures/e59773e5-01f4-4cad-8017-41b28c931f79.jpg?im_w=720,Apartment in Prenzlauer Berg,"Central, cozy and quiet flat in Pankow",5.0,https://www.airbnb.com/rooms/710977502962241092,night,$,125,airbnb
https://a0.muscache.com/im/pictures/de1a9b1f-ee8f-43af-887c-5a7206320103.jpg?im_w=720,Apartment in Mitte,Design Apartment Auguststraße,4.77,https://www.airbnb.com/rooms/42226324,night,$,120,airbnb
https://a0.muscache.com/im/pictures/6a8e113f-b0a8-48f2-9915-0b1e46f312e3.jpg?im_w=720,Private room in Charlottenburg-Wilmersdorf,Cozy WG room (20sqm)Berlin Wilmersdorf,4.61,https://www.airbnb.com/rooms/43504374,night,$,35,airbnb
https://a0.muscache.com/im/pictures/428619b8-56b0-4452-af71-c4080386f543.jpg?im_w=720,Apartment in Mitte,15th floor 500 meter from Alexanderplatz,4.83,https://www.airbnb.com/rooms/27120381,night,$,89,airbnb
https://a0.muscache.com/im/pictures/3bef8160-43e3-4f36-8287-0b695d035f19.jpg?im_w=720,Apartment in Berlin,City Studio / 2 guests / near Estrel Hotel,4.42,https://www.airbnb.com/rooms/53792154,night,$,98,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-847824300723516174/original/c7f02d9c-cde3-4fd6-87d9-5efb03386bfb.jpeg?im_w=720,Apartment in Berlin,Studio Apartment near Körner Park,,https://www.airbnb.com/rooms/847824300723516174,night,$,94,airbnb
https://a0.muscache.com/im/pictures/0376f45b-d182-495d-8018-e82f096a3037.jpg?im_w=720,Apartment in Berlin,Charming apartment in the house,4.63,https://www.airbnb.com/rooms/43466060,night,$,128,airbnb
https://a0.muscache.com/im/pictures/03892ceb-4fba-46cd-b530-2ad40456f1eb.jpg?im_w=720,Hotel room in Berlin,"Single room, Apple City Hotel",4.27,https://www.airbnb.com/rooms/45375004,night,$,87,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-35046677/original/6c44b5b5-c849-441b-878b-9b3e29774ebc.jpeg?im_w=720,Apartment in Berlin,West Side Story,,https://www.airbnb.com/rooms/813002978912166225,night,$,87,airbnb
https://a0.muscache.com/im/pictures/9a57fd98-2fc4-4946-8139-f5e436332ff2.jpg?im_w=720,Apartment in Berlin,Apartment with a gorgeous view,4.88,https://www.airbnb.com/rooms/22662699,night,$,93,airbnb
https://a0.muscache.com/im/pictures/dd603228-ffcf-49cf-9c77-4f70c8ad1734.jpg?im_w=720,Guest suite in Berlin,Stay in the City,4.89,https://www.airbnb.com/rooms/22768220,night,$,69,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-686781460938529525/original/02a12e15-666e-4340-8569-e57153bfcdfd.jpeg?im_w=720,Condo in Berlin,"Unit, LeCorbusier: Stylish Apartment",4.56,https://www.airbnb.com/rooms/686781460938529525,night,$,88,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-853029943171856605/original/83c747bf-3435-4b8d-a9f2-5a5897d5c596.jpeg?im_w=720,Private room in Berlin,"""Berlin Balcony Charm""",4.8,https://www.airbnb.com/rooms/853029943171856605,night,$,54,airbnb
https://a0.muscache.com/im/pictures/11f36383-fe58-465f-9bb6-d698d6530c19.jpg?im_w=720,Private room in Berlin,Room with own bath at Lake Tegel,4.9,https://www.airbnb.com/rooms/9165505,night,$,47,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-42935037/original/3b57971a-96cd-4601-8e52-9bebab8913db.jpeg?im_w=720,Apartment in Berlin,Central Apartment with Waterbed,5.0,https://www.airbnb.com/rooms/42935037,night,$,188,airbnb
https://a0.muscache.com/im/pictures/c1c2d0cd-cc88-499c-b018-cac7eea1c83b.jpg?im_w=720,Private room in Berlin,Cozy room in Berlin,5.0,https://www.airbnb.com/rooms/782899540870701066,night,$,46,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-856224834722446201/original/93748346-e399-4bdf-8129-3911a86e9119.jpeg?im_w=720,Apartment in Berlin,I live Tempelhof,,https://www.airbnb.com/rooms/856224834722446201,night,$,100,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-23298585/original/17ec0701-96d7-4342-8bb4-46a1a9bdbbd8.jpeg?im_w=720,Private room in Berlin,Large Room with Semi-Balcony,4.96,https://www.airbnb.com/rooms/23298585,night,$,91,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-9572022/original/d09c5eb1-4d7b-4162-b381-2d66ceaa7159.jpeg?im_w=720,Private room in Berlin,.Comfortable Private Room Nr. 7. Ehemaliger Laden,4.35,https://www.airbnb.com/rooms/9572022,night,$,79,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-13215295/original/fbb4d858-a20c-4c74-a7ee-3b039e314cd9.jpeg?im_w=720,Private room in Berlin,Cosy room in house with garden centrally quiet,4.94,https://www.airbnb.com/rooms/13215295,night,$,51,airbnb
https://a0.muscache.com/im/pictures/11228913-6481-4656-8fa0-b2d7b033b17f.jpg?im_w=720,Private room in Potsdam,Small nice room in Babelsberg,4.88,https://www.airbnb.com/rooms/18871619,night,$,50,airbnb
https://a0.muscache.com/im/pictures/156b5438-71d8-4d64-a61b-38c9d7f8dd83.jpg?im_w=720,Private room in Berlin,art 'appart suites - Studio,4.75,https://www.airbnb.com/rooms/42507686,night,$,123,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-700674583990746192/original/1d14905c-08dc-431e-84c2-cdf1b38c9653.jpeg?im_w=720,Private room in Neukölln,"Cozy room in Neukölln, Britz Süd U-Bahn Station",4.63,https://www.airbnb.com/rooms/700674583990746192,night,$,55,airbnb
https://a0.muscache.com/im/pictures/21668625-b7ca-44e9-825b-6d2316916a6c.jpg?im_w=720,Private room in Kreuzberg,"Berlin Kreuzberg ""Am Görlitzer Park""",4.94,https://www.airbnb.com/rooms/27122904,night,$,57,airbnb
https://a0.muscache.com/im/pictures/13e13e29-c728-49b2-b637-7d5bc5ee879f.jpg?im_w=720,Private room in Prenzlauer Berg,Private cozy room with balcony,4.25,https://www.airbnb.com/rooms/780141184520327706,night,$,51,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-645544533608843534/original/d22c374f-8d24-4570-8566-3da2e4487c5d.jpeg?im_w=720,Private room in Charlottenburg-Wilmersdorf,"Large bright room in Wilmersdorf, top connection",4.81,https://www.airbnb.com/rooms/645544533608843534,night,$,63,airbnb
https://a0.muscache.com/im/pictures/0781ea2f-0919-4f67-bf11-973984289614.jpg?im_w=720,Private room in Mitte,"Central apt. in Mitte:Moabit,  Berlin",4.91,https://www.airbnb.com/rooms/16684717,night,$,95,airbnb
https://a0.muscache.com/im/pictures/8ecf4bff-c584-4fd7-b265-051c47ca68fa.jpg?im_w=720,Apartment in Tempelhof,Renovated old building quiet yet central,4.96,https://www.airbnb.com/rooms/18698064,night,$,126,airbnb
https://a0.muscache.com/im/pictures/33f4fba8-ceae-4b47-8627-0e3b085b89e1.jpg?im_w=720,Private room in Köpenick,Hübsches Doppelzimmer zum Wohlfühlen,4.87,https://www.airbnb.com/rooms/16632030,night,$,43,airbnb
https://a0.muscache.com/im/pictures/62761173-167e-49be-8a6d-364e6ffec0cd.jpg?im_w=720,Private room in Prenzlauer Berg,Weekly room/ monthly room next to Mauerpark,4.21,https://www.airbnb.com/rooms/688854502281079763,night,$,57,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-21718505/original/2df2112d-c26a-4895-9985-60f6f6ae7d54.jpeg?im_w=720,Private room in Mitte,Princess Bedroom,4.51,https://www.airbnb.com/rooms/21718505,night,$,76,airbnb
https://a0.muscache.com/im/pictures/3510624/b39bccf1_original.jpg?im_w=720,Private room in Neukölln,nice single room 1.3 (1st floor),4.4,https://www.airbnb.com/rooms/323243,night,$,41,airbnb
https://a0.muscache.com/im/pictures/f2df48c2-c0ac-4f3f-9ca5-d3d5c7fea05c.jpg?im_w=720,Loft in Prenzlauer Berg,"Design Studio Apartment ""Bei Otto""",4.94,https://www.airbnb.com/rooms/11833825,night,$,133,airbnb
https://a0.muscache.com/im/pictures/535edc05-902d-40ef-87b4-9c80f25ba0af.jpg?im_w=720,Private room in Neukölln,Comfortable room in Neukölln´s best area,4.44,https://www.airbnb.com/rooms/22736888,night,$,59,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-707888950817493105/original/7a126ff0-f37e-4e0e-90a0-eda125824c69.jpeg?im_w=720,Private room in Mitte,"Private Spacious Room, 10min Main Station Berlin",4.75,https://www.airbnb.com/rooms/707888950817493105,night,$,89,airbnb
https://a0.muscache.com/im/pictures/417408c6-4ba0-44e6-91df-afd7c6df97e6.jpg?im_w=720,Private room in Reinickendorf,Room in luxury house with breakfast,4.77,https://www.airbnb.com/rooms/17418993,night,$,53,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-24145048/original/d2f156f8-d221-4c77-8058-ee91ce6005f3.jpeg?im_w=720,Private room in Mitte,"a cosy, super quiet room in wedding",4.7,https://www.airbnb.com/rooms/24145048,night,$,64,airbnb
https://a0.muscache.com/im/pictures/5d65188b-31c5-40d3-a157-2789c2e2ea5e.jpg?im_w=720,Private room in Neukölln,quiet twin room 3.2 to the courtyard (3rd floor),4.13,https://www.airbnb.com/rooms/26197580,night,$,45,airbnb
https://a0.muscache.com/im/pictures/d81ea04d-b182-4d65-8f60-98c61f47587d.jpg?im_w=720,Apartment in Mitte,"Cosy apartment , Berlin city center",4.69,https://www.airbnb.com/rooms/12843786,night,$,126,airbnb
https://a0.muscache.com/im/pictures/miso/Hosting-39277531/original/957c8592-0044-4abd-89f5-7600134d09f2.jpeg?im_w=720,Apartment in Kreuzberg,Very Nice Berliner Studio Flat,4.46,https://www.airbnb.com/rooms/39277531,night,$,96,airbnb
