title,isAd,location,paymentOptions,highlightedAmenities,link,snippet_text,snippet_title,price_withTaxesAndCharges,price_currency,price_value,rating_score,rating_reviews,marketplace
Moxy Berlin Ostbahnhof,True,Friedrichshain,,,https://www.hotels.com/ho497828896/moxy-berlin-ostbahnhof-berlin-germany/,"Stylish, pet-friendly hotel in Friedrichshain-Kreuzberg connected to public transportation, comfy rooms and on-site Moxy Bar.",Lifestyle Hotel close to Ostbahnhof,120,$,107,8.8,596.0,hotelscom
Sheraton Berlin Grand Hotel Esplanade,True,Tiergarten,,,https://www.hotels.com/ho109823/sheraton-berlin-grand-hotel-esplanade-berlin-germany/,"An urban oasis of sleek design and intuitive service, located between Potsdamer Platz & Kudamm.",Berlin hotel with panoramic windows,183,$,163,8.6,1000.0,hotelscom
IntercityHotel Berlin Ostbahnhof,False,Friedrichshain,,,https://www.hotels.com/ho178251/intercityhotel-berlin-ostbahnhof-berlin-germany/,,,105,$,93,8.4,1005.0,hotelscom
URBAN LOFT Berlin,False,Berlin,,,https://www.hotels.com/ho2505665600/urban-loft-berlin-berlin-germany/,,,97,$,86,9.0,154.0,hotelscom
Dorint Kurfürstendamm Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho185137/dorint-kurfurstendamm-berlin-berlin-germany/,,,166,$,148,9.2,1006.0,hotelscom
Melia Berlin,True,Mitte,,,https://www.hotels.com/ho234741/melia-berlin-berlin-germany/,WIFI free of charge. Online check-in. Exclusive area The Level with additional services and amenities. Underground parking.,Central location in Friedrichstrasse,146,$,130,9.0,1016.0,hotelscom
Pestana Berlin Tiergarten,True,Berlin,,Pool,https://www.hotels.com/ho377867/pestana-berlin-tiergarten-berlin-germany/,"Located in a central and quiet area next to the Tiergarten, Berlin's central park. Book now and Save",Book now this exclusive offer,128,$,114,8.6,1016.0,hotelscom
IntercityHotel Berlin Hauptbahnhof,False,Berlin,,,https://www.hotels.com/ho430898/intercityhotel-berlin-hauptbahnhof-berlin-germany/,,,93,$,83,8.6,1017.0,hotelscom
Steigenberger Hotel Am Kanzleramt,False,Berlin,,,https://www.hotels.com/ho437932/steigenberger-hotel-am-kanzleramt-berlin-germany/,,,126,$,113,9.2,1012.0,hotelscom
Apartmenthaus Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho2918366240/apartmenthaus-berlin-mitte-dixcove-ghana/,,,118,$,105,10.0,3.0,hotelscom
The Social Hub Berlin,False,Mitte,,,https://www.hotels.com/ho1067296224/the-student-hotel-berlin-berlin-germany/,,,99,$,89,8.8,181.0,hotelscom
H4 Hotel Berlin Alexanderplatz,False,Mitte,,,https://www.hotels.com/ho356564/h4-hotel-berlin-alexanderplatz-berlin-germany/,,,124,$,111,8.8,1014.0,hotelscom
Park Inn by Radisson Berlin Alexanderplatz,False,Mitte,,,https://www.hotels.com/ho130899/park-inn-by-radisson-berlin-alexanderplatz-berlin-germany/,,,130,$,116,7.8,1009.0,hotelscom
Maritim proArte Hotel Berlin,False,Mitte,,Pool,https://www.hotels.com/ho119747/maritim-proarte-hotel-berlin-berlin-germany/,,,118,$,105,8.6,1019.0,hotelscom
Scandic Berlin Potsdamer Platz,False,Tiergarten,,,https://www.hotels.com/ho339860/scandic-berlin-potsdamer-platz-berlin-germany/,,,114,$,102,8.6,1005.0,hotelscom
Motel One Berlin - Alexanderplatz,False,Mitte,Fully refundable,,https://www.hotels.com/ho629325120/motel-one-berlin-alexanderplatz-berlin-germany/,,,137,$,122,9.0,475.0,hotelscom
nhow Berlin,False,Friedrichshain,,,https://www.hotels.com/ho353189/nhow-berlin-berlin-germany/,,,116,$,104,8.6,1002.0,hotelscom
Berlin Marriott Hotel,True,Tiergarten,Fully refundable,Pool,https://www.hotels.com/ho215578/berlin-marriott-hotel-berlin-germany/,"Benefit from comfortable design accommodation, various culinary offers, excellent service and perfect location at Potsdamer Platz.",Ideal location in the center of Berlin,275,$,245,9.0,999.0,hotelscom
LOGINN Hotel Berlin Airport,False,Berlin,"Reserve now, pay later",,https://www.hotels.com/ho2655567840/loginn-hotel-berlin-airport-berlin-germany/,,,107,$,85,8.8,46.0,hotelscom
Leonardo Royal Hotel Berlin Alexanderplatz,False,Friedrichshain,,,https://www.hotels.com/ho309124/leonardo-royal-hotel-berlin-alexanderplatz-berlin-germany/,,,114,$,102,8.8,1002.0,hotelscom
ARCOTEL John F Berlin,False,Mitte,,,https://www.hotels.com/ho279284/arcotel-john-f-berlin-berlin-germany/,,,118,$,105,8.8,985.0,hotelscom
Pestana Berlin Tiergarten,False,Berlin,,Pool,https://www.hotels.com/ho377867/pestana-berlin-tiergarten-berlin-germany/,,,128,$,114,8.6,1016.0,hotelscom
monbijou Hotel Berlin,False,Mitte,,,https://www.hotels.com/ho425949/monbijou-hotel-berlin-berlin-germany/,,,105,$,94,9.0,1003.0,hotelscom
Axel Hotel Berlin - Adults Only,False,Berlin,Fully refundable,,https://www.hotels.com/ho307561/axel-hotel-berlin-adults-only-berlin-germany/,,,125,$,112,7.4,1002.0,hotelscom
"Crowne Plaza Berlin City Centre, an IHG Hotel",False,Berlin,"Reserve now, pay later",Pool,https://www.hotels.com/ho148769/crowne-plaza-berlin-city-centre-berlin-germany/,,,119,$,102,9.0,1004.0,hotelscom
TITANIC Comfort Berlin Mitte,False,Mitte,Fully refundable,,https://www.hotels.com/ho375715/titanic-comfort-berlin-mitte-berlin-germany/,,,108,$,96,8.2,1005.0,hotelscom
the niu Dwarf,False,Schöneberg,"Reserve now, pay later",,https://www.hotels.com/ho1436962592/the-niu-dwarf-berlin-germany/,,,105,$,93,8.8,179.0,hotelscom
pentahotel Berlin Köpenick,False,Köpenick,,,https://www.hotels.com/ho138215/pentahotel-berlin-kopenick-berlin-germany/,,,120,$,107,8.6,586.0,hotelscom
Hotel Aquino Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho1662996192/hotel-aquino-berlin-berlin-germany/,,,132,$,118,9.4,45.0,hotelscom
B&B Hotel Berlin-Alexanderplatz,False,Mitte,Fully refundable,,https://www.hotels.com/ho1917735744/b-b-hotel-berlin-alexanderplatz-berlin-germany/,,,94,$,84,8.2,157.0,hotelscom
Hotel AMO by AMANO Friedrichstraße,False,Mitte,,,https://www.hotels.com/ho1060124032/hotel-amo-by-amano-friedrichstra-e-berlin-germany/,,,76,$,68,8.6,184.0,hotelscom
Max Brown Kudamm,False,Wilmersdorf,,,https://www.hotels.com/ho332877/max-brown-kudamm-berlin-germany/,,,105,$,93,9.0,712.0,hotelscom
Select Hotel Berlin The Wall,False,Mitte,,,https://www.hotels.com/ho421534/select-hotel-berlin-the-wall-berlin-germany/,,,142,$,127,9.0,1010.0,hotelscom
Leonardo Hotel Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho468840/leonardo-hotel-berlin-mitte-berlin-germany/,,,126,$,113,8.6,999.0,hotelscom
Hotel Riu Plaza Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho531765/hotel-riu-plaza-berlin-berlin-germany/,,,115,$,102,8.6,1010.0,hotelscom
The Circus Hotel,False,Mitte,,,https://www.hotels.com/ho477631/the-circus-hotel-berlin-germany/,,,143,$,127,9.2,300.0,hotelscom
stilwerk Hotel KantGaragen,False,Berlin,,,https://www.hotels.com/ho2730539648/stilwerk-hotel-kantgaragen-berlin-germany/,,,135,$,120,9.8,12.0,hotelscom
Hyperion Hotel Berlin,False,Wilmersdorf,,,https://www.hotels.com/ho215816/hyperion-hotel-berlin-berlin-germany/,,,108,$,97,9.0,421.0,hotelscom
Motel One Berlin - Tiergarten,False,Schöneberg,Fully refundable,,https://www.hotels.com/ho350852/motel-one-berlin-tiergarten-berlin-germany/,,,125,$,112,8.6,648.0,hotelscom
Classik Hotel Alexander Plaza,False,Mitte,Fully refundable,,https://www.hotels.com/ho232896/classik-hotel-alexander-plaza-berlin-germany/,,,137,$,122,8.4,78.0,hotelscom
Motel Plus Berlin,False,Neukölln,,,https://www.hotels.com/ho436277/motel-plus-berlin-berlin-germany/,,,79,$,71,8.2,1006.0,hotelscom
H2 Hotel Berlin Alexanderplatz,False,Mitte,,Breakfast included,https://www.hotels.com/ho367856/h2-hotel-berlin-alexanderplatz-berlin-germany/,,,114,$,102,8.6,1003.0,hotelscom
Sheraton Berlin Grand Hotel Esplanade,False,Tiergarten,,,https://www.hotels.com/ho109823/sheraton-berlin-grand-hotel-esplanade-berlin-germany/,,,183,$,163,8.6,1000.0,hotelscom
Mercure Hotel Berlin City West,False,Berlin,,Pool,https://www.hotels.com/ho177282/mercure-hotel-berlin-city-west-berlin-germany/,,,124,$,111,7.8,647.0,hotelscom
numa I Novela Rooms & Apartments,False,Wilmersdorf,,,https://www.hotels.com/ho172040/numa-i-novela-rooms-apartments-berlin-germany/,,,157,$,140,8.8,30.0,hotelscom
Park Plaza Berlin Kudamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho128842/park-plaza-berlin-kudamm-berlin-germany/,,,114,$,102,8.2,725.0,hotelscom
Select Hotel Berlin Checkpoint Charlie,False,Kreuzberg,,,https://www.hotels.com/ho240285/select-hotel-berlin-checkpoint-charlie-berlin-germany/,,,105,$,94,8.4,1006.0,hotelscom
Victor’s Residenz-Hotel Berlin-Tegel,False,Berlin,Fully refundable,,https://www.hotels.com/ho222791/victor-s-residenz-hotel-berlin-tegel-berlin-germany/,,,95,$,85,7.8,683.0,hotelscom
Mövenpick Hotel Berlin,False,Kreuzberg,,,https://www.hotels.com/ho216597/movenpick-hotel-berlin-berlin-germany/,,,134,$,119,8.8,999.0,hotelscom
Select Hotel Berlin Gendarmenmarkt,False,Mitte,,,https://www.hotels.com/ho307783/select-hotel-berlin-gendarmenmarkt-berlin-germany/,,,167,$,149,8.0,1008.0,hotelscom
Hotel MANI by AMANO,False,Mitte,,,https://www.hotels.com/ho395657/hotel-mani-by-amano-berlin-germany/,,,100,$,90,9.0,795.0,hotelscom
ibis Berlin Kurfürstendamm,False,Berlin,,,https://www.hotels.com/ho433135/ibis-berlin-kurfurstendamm-berlin-germany/,,,93,$,83,8.8,896.0,hotelscom
Mercure Hotel Berlin City,False,Mitte,,,https://www.hotels.com/ho205224/mercure-hotel-berlin-city-berlin-germany/,,,98,$,87,8.6,1002.0,hotelscom
Motel One Berlin - Kudamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho298329/motel-one-berlin-kudamm-berlin-germany/,,,137,$,122,8.8,308.0,hotelscom
Titanic Chaussee Berlin,False,Mitte,Fully refundable,Pool,https://www.hotels.com/ho425544576/titanic-chaussee-berlin-berlin-germany/,,,122,$,109,8.6,1003.0,hotelscom
Melia Berlin,False,Mitte,,,https://www.hotels.com/ho234741/melia-berlin-berlin-germany/,,,146,$,130,9.0,1016.0,hotelscom
NH Collection Berlin Mitte am Checkpoint Charlie,False,Mitte,,,https://www.hotels.com/ho188765/nh-collection-berlin-mitte-am-checkpoint-charlie-berlin-germany/,,,152,$,136,8.6,1006.0,hotelscom
The Westin Grand Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho126859/the-westin-grand-berlin-berlin-germany/,,,275,$,245,8.8,1001.0,hotelscom
Michelberger Hotel Berlin,False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho475399/michelberger-hotel-berlin-berlin-germany/,,,193,$,172,9.0,567.0,hotelscom
Park Plaza Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho200519/art-otel-berlin-kudamm-part-of-radisson-hotel-group-berlin-germany/,,,132,$,118,8.0,992.0,hotelscom
Quentin XL Potsdamer Platz Hotel,False,Tiergarten,,,https://www.hotels.com/ho943984160/quentin-xl-potsdamer-platz-hotel-berlin-germany/,,,102,$,91,7.2,290.0,hotelscom
Grand Hyatt Berlin,False,Tiergarten,Fully refundable,Pool,https://www.hotels.com/ho139595/grand-hyatt-berlin-berlin-germany/,,,275,$,245,9.2,1001.0,hotelscom
NH Collection Berlin Mitte Friedrichstrasse,False,Mitte,,,https://www.hotels.com/ho204149/nh-collection-berlin-mitte-friedrichstrasse-berlin-germany/,,,141,$,126,9.0,1009.0,hotelscom
ibis Styles Hotel Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho354135/ibis-styles-hotel-berlin-mitte-berlin-germany/,,,119,$,106,8.6,983.0,hotelscom
Hotel AMANO Grand Central,False,Berlin,,,https://www.hotels.com/ho527834/hotel-amano-grand-central-berlin-germany/,,,108,$,96,8.8,1004.0,hotelscom
Clipper Boardinghouse – Berlin-Gendarmenmarkt,False,Mitte,Fully refundable,,https://www.hotels.com/ho431530/clipper-city-home-berlin-berlin-germany/,,,145,$,129,9.4,510.0,hotelscom
Hotel AMANO Rooms & Apartments,False,Mitte,,,https://www.hotels.com/ho309051/hotel-amano-rooms-apartments-berlin-germany/,,,75,$,67,8.6,824.0,hotelscom
Novotel Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho203846/novotel-berlin-mitte-berlin-germany/,,,108,$,96,8.6,999.0,hotelscom
the niu Flash,False,Berlin,"Reserve now, pay later",,https://www.hotels.com/ho2251346592/the-niu-flash-berlin-germany/,,,101,$,90,8.0,43.0,hotelscom
Ameron Hotel Abion Spreebogen Berlin,False,Berlin,,,https://www.hotels.com/ho116495/ameron-hotel-abion-spreebogen-berlin-berlin-germany/,,,129,$,115,8.8,1003.0,hotelscom
art'otel Berlin Mitte powered by Radisson Hotels,False,Mitte,Fully refundable,,https://www.hotels.com/ho125584/art-otel-berlin-mitte-part-of-radisson-hotel-group-berlin-germany/,,,160,$,143,9.0,641.0,hotelscom
"Holiday Inn Express Berlin - Alexanderplatz, an IHG Hotel",False,Mitte,"Reserve now, pay later",Breakfast included,https://www.hotels.com/ho558242208/holiday-inn-express-berlin-alexanderplatz-an-ihg-hotel-berlin-germany/,,,139,$,120,8.8,1007.0,hotelscom
25hours Hotel Bikini Berlin,False,Berlin,,,https://www.hotels.com/ho445616/25hours-hotel-bikini-berlin-berlin-germany/,,,165,$,147,9.4,993.0,hotelscom
Leonardo Hotel Berlin,False,Berlin,,,https://www.hotels.com/ho311565/leonardo-hotel-berlin-berlin-germany/,,,97,$,87,8.6,1001.0,hotelscom
Leonardo Hotel Berlin KU'DAMM,False,Berlin,,,https://www.hotels.com/ho200759/leonardo-hotel-berlin-ku-damm-berlin-germany/,,,102,$,91,7.6,999.0,hotelscom
Mercure Hotel MOA Berlin,False,Berlin,,,https://www.hotels.com/ho359433/mercure-hotel-moa-berlin-berlin-germany/,,,108,$,96,8.8,1002.0,hotelscom
TITANIC Comfort Kurfürstendamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho2216108480/titanic-comfort-kurfurstendamm-berlin-germany/,,,127,$,114,8.4,247.0,hotelscom
Capri by Fraser Berlin,False,Mitte,"Reserve now, pay later",,https://www.hotels.com/ho679274/capri-by-fraser-berlin-berlin-germany/,,,143,$,127,9.2,828.0,hotelscom
Novum Hotel Aldea Berlin Centrum,False,Schöneberg,,,https://www.hotels.com/ho203887/novum-hotel-aldea-berlin-centrum-berlin-germany/,,,91,$,82,7.6,1011.0,hotelscom
Scandic Berlin Kurfürstendamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho134777/scandic-berlin-kurfurstendamm-berlin-germany/,,,115,$,103,8.6,1000.0,hotelscom
"Holiday Inn Express Berlin City Centre, an IHG Hotel",False,Kreuzberg,"Reserve now, pay later",Breakfast included,https://www.hotels.com/ho264376/holiday-inn-express-berlin-city-centre-berlin-germany/,,,111,$,99,8.4,1004.0,hotelscom
ibis Berlin City Potsdamer Platz,False,Kreuzberg,,,https://www.hotels.com/ho223240/ibis-berlin-city-potsdamer-platz-berlin-germany/,,,106,$,95,8.2,509.0,hotelscom
Hotel Mit-Mensch,False,Berlin,,,https://www.hotels.com/ho582225/hotel-mit-mensch-berlin-germany/,,,124,$,111,8.4,75.0,hotelscom
Gold Palais Hotel,False,Prenzlauer Berg,Fully refundable,,https://www.hotels.com/ho1477352320/gold-palais-hotel-berlin-germany/,,,182,$,162,8.6,24.0,hotelscom
Hotel Bleibtreu Berlin by Golden Tulip,False,Berlin,Fully refundable,,https://www.hotels.com/ho116223/hotel-bleibtreu-berlin-by-golden-tulip-berlin-germany/,,,87,$,78,8.4,701.0,hotelscom
Hotel AMANO East Side,False,Friedrichshain,,,https://www.hotels.com/ho2232577504/hotel-amano-east-side-berlin-germany/,,,81,$,72,8.2,87.0,hotelscom
Pullman Berlin Schweizerhof,False,Tiergarten,,Pool,https://www.hotels.com/ho186595/pullman-berlin-schweizerhof-berlin-germany/,,,185,$,165,9.2,995.0,hotelscom
aletto Hotel Potsdamer Platz,False,Kreuzberg,,,https://www.hotels.com/ho1453979616/aletto-hotel-potsdamer-platz-berlin-germany/,,,107,$,96,9.2,315.0,hotelscom
Mercure Hotel Berlin Mitte,False,Kreuzberg,,,https://www.hotels.com/ho203187/mercure-hotel-berlin-mitte-berlin-germany/,,,149,$,133,8.6,977.0,hotelscom
Moxy Berlin Ostbahnhof,False,Friedrichshain,,,https://www.hotels.com/ho497828896/moxy-berlin-ostbahnhof-berlin-germany/,,,120,$,107,8.8,596.0,hotelscom
"Crowne Plaza Berlin - Potsdamer Platz, an IHG Hotel",False,Kreuzberg,"Reserve now, pay later",,https://www.hotels.com/ho401714/crowne-plaza-berlin-potsdamer-platz-an-ihg-hotel-berlin-germany/,,,116,$,104,9.0,997.0,hotelscom
KPM Hotel & Residences,False,Berlin,,,https://www.hotels.com/ho1140220224/kpm-hotel-residences-berlin-germany/,,,261,$,233,9.6,98.0,hotelscom
acom Hotel Berlin Kurfürstendamm,False,Berlin,Fully refundable,,https://www.hotels.com/ho115412/azimut-hotel-kurfurstendamm-berlin-berlin-germany/,,,108,$,97,7.4,996.0,hotelscom
Hampton By Hilton Berlin City Centre Alexanderplatz,False,Mitte,,Breakfast included,https://www.hotels.com/ho572009856/hampton-by-hilton-berlin-city-centre-alexanderplatz-berlin-germany/,,,143,$,128,8.6,1008.0,hotelscom
Hotel ROMY by AMANO,False,Berlin,Fully refundable,,https://www.hotels.com/ho2232456288/hotel-romy-by-amano-berlin-germany/,,,123,$,110,8.8,200.0,hotelscom
Hotel Gat Point Charlie Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho348114/hotel-gat-point-charlie-berlin-berlin-germany/,,,100,$,89,8.6,990.0,hotelscom
Berlin Marriott Hotel,False,Tiergarten,Fully refundable,Pool,https://www.hotels.com/ho215578/berlin-marriott-hotel-berlin-germany/,,,275,$,245,9.0,999.0,hotelscom
B&B Hotel Berlin City-Ost,False,Friedrichshain,,,https://www.hotels.com/ho262788/best-western-hotel-city-ost-berlin-germany/,,,85,$,76,8.0,988.0,hotelscom
DORMERO Hotel Berlin Ku'damm,False,Berlin,,,https://www.hotels.com/ho172931/dormero-hotel-berlin-ku-damm-berlin-germany/,,,93,$,83,7.4,94.0,hotelscom
Select Hotel Spiegelturm Berlin,False,Berlin,,,https://www.hotels.com/ho391073/select-hotel-spiegelturm-berlin-berlin-germany/,,,97,$,87,8.4,999.0,hotelscom
Select Hotel Spiegelturm Berlin,False,Berlin,,,https://www.hotels.com/ho391073/select-hotel-spiegelturm-berlin-berlin-germany/,,,97,$,87,8.4,999.0,hotelscom
H10 Berlin Ku'damm,False,Berlin,,,https://www.hotels.com/ho368032/h10-berlin-ku-damm-berlin-germany/,,,108,$,97,8.6,1000.0,hotelscom
Mercure Hotel Berlin Wittenbergplatz,False,Berlin,,,https://www.hotels.com/ho510243008/mercure-hotel-berlin-wittenbergplatz-berlin-germany/,,,123,$,110,9.2,943.0,hotelscom
Catalonia Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho481255/catalonia-berlin-mitte-berlin-germany/,,,118,$,106,8.8,509.0,hotelscom
"Hotel Luc, Autograph Collection",False,Mitte,,,https://www.hotels.com/ho2348830880/hotel-luc-autograph-collection-berlin-germany/,,,274,$,245,9.0,17.0,hotelscom
Yggotel Spurv,False,Wilmersdorf,,,https://www.hotels.com/ho218533/novum-hotel-lichtburg-berlin-am-kurfurstendamm-berlin-germany/,,,95,$,85,9.0,16.0,hotelscom
ibis Berlin City Nord,False,Berlin,,,https://www.hotels.com/ho182878/ibis-berlin-city-nord-berlin-germany/,,,102,$,89,7.4,285.0,hotelscom
Hotel Palace Berlin,False,Berlin,Fully refundable,Pool,https://www.hotels.com/ho126942/hotel-palace-berlin-berlin-germany/,,,170,$,152,9.0,1003.0,hotelscom
Hotel ZOE by AMANO,False,Mitte,,,https://www.hotels.com/ho565243/hotel-zoe-by-amano-berlin-germany/,,,95,$,85,8.8,624.0,hotelscom
"Holiday Inn Berlin City West, an IHG Hotel",False,Berlin,"Reserve now, pay later",Pool,https://www.hotels.com/ho132470/holiday-inn-berlin-city-west-berlin-germany/,,,120,$,104,7.6,599.0,hotelscom
Best Western Hotel am Spittelmarkt Berlin,False,Mitte,Fully refundable,,https://www.hotels.com/ho271310/best-western-hotel-am-spittelmarkt-berlin-berlin-germany/,,,91,$,81,8.2,996.0,hotelscom
ibis Berlin Spandau,False,Berlin,,,https://www.hotels.com/ho199616/ibis-berlin-spandau-berlin-germany/,,,92,$,82,8.0,344.0,hotelscom
Cinderella Hotel & Cafe,False,Berlin,Fully refundable,,https://www.hotels.com/ho2376889568/cinderella-hotel-cafe-berlin-germany/,,,183,$,163,9.2,143.0,hotelscom
SANA Berlin Hotel,False,Berlin,,Pool,https://www.hotels.com/ho367746/sana-berlin-hotel-berlin-germany/,,,212,$,189,9.0,1004.0,hotelscom
Schulz Hotel Berlin Wall at the East Side Gallery,False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho877710592/schulz-hotel-berlin-wall-at-the-east-side-gallery-berlin-germany/,,,105,$,94,8.8,288.0,hotelscom
Select Hotel Style Berlin,False,Berlin,,,https://www.hotels.com/ho433446/select-hotel-style-berlin-berlin-germany/,,,117,$,105,8.2,1000.0,hotelscom
the niu Hide,False,Lichtenberg,"Reserve now, pay later",,https://www.hotels.com/ho804756640/the-niu-hide-berlin-germany/,,,90,$,80,9.0,438.0,hotelscom
Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,False,Neukölln,Fully refundable,,https://www.hotels.com/ho1177572448/aeronaut-powered-by-pearl-1-living-and-yachting-hospitality-berlin-germany/,,,205,$,183,7.2,18.0,hotelscom
Gold Hotel Berlin,False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho381263/gold-hotel-berlin-berlin-germany/,,,165,$,147,8.4,159.0,hotelscom
Hotel Oderberger Berlin,False,Prenzlauer Berg,,Pool,https://www.hotels.com/ho486591/hotel-oderberger-berlin-berlin-germany/,,,184,$,165,9.0,219.0,hotelscom
Hotel AI Königshof,False,Berlin,,,https://www.hotels.com/ho293384/hotel-ai-konigshof-berlin-germany/,,,96,$,86,7.4,160.0,hotelscom
GINN City & Lounge Yorck Berlin,False,Kreuzberg,,,https://www.hotels.com/ho1568309472/ginn-city-lounge-yorck-berlin-berlin-germany/,,,175,$,156,9.0,38.0,hotelscom
Lindner Hotel Am Ku'damm,False,Berlin,"Reserve now, pay later",,https://www.hotels.com/ho215329/lindner-hotel-am-ku-damm-berlin-germany/,,,139,$,124,8.8,1002.0,hotelscom
NH Berlin Kurfürstendamm,False,Berlin,,,https://www.hotels.com/ho121798/nh-berlin-kurfurstendamm-berlin-germany/,,,136,$,121,8.4,998.0,hotelscom
Hilton Berlin,False,Mitte,,Pool,https://www.hotels.com/ho126327/hilton-berlin-berlin-germany/,,,205,$,183,8.4,1004.0,hotelscom
Victor's Residenz-Hotel Berlin,False,Prenzlauer Berg,Fully refundable,,https://www.hotels.com/ho219450/victor-s-residenz-hotel-berlin-berlin-germany/,,,113,$,101,8.8,992.0,hotelscom
Hotel Berlin Mitte by Campanile,False,Mitte,,,https://www.hotels.com/ho309238/hotel-berlin-mitte-by-campanile-berlin-germany/,,,103,$,92,8.0,609.0,hotelscom
Novum Hotel Gates Berlin Charlottenburg,False,Berlin,,,https://www.hotels.com/ho203117/novum-hotel-gates-berlin-charlottenburg-berlin-germany/,,,104,$,92,8.2,1008.0,hotelscom
Wyndham Garden Berlin Mitte,False,Berlin,"Reserve now, pay later",,https://www.hotels.com/ho264842/wyndham-garden-berlin-mitte-berlin-germany/,,,108,$,93,7.6,895.0,hotelscom
Mercure Hotel Berlin Zentrum,False,Berlin,,,https://www.hotels.com/ho133319/mercure-hotel-berlin-zentrum-berlin-germany/,,,126,$,113,8.0,781.0,hotelscom
centrovital Hotel Berlin,False,Berlin,,Pool,https://www.hotels.com/ho222274/centrovital-spa-sports-hotel-berlin-germany/,,,151,$,135,8.4,843.0,hotelscom
Hotel Zoo Berlin,False,Berlin,Fully refundable,,https://www.hotels.com/ho133651/hotel-zoo-berlin-berlin-germany/,,,254,$,227,9.0,567.0,hotelscom
"Holiday Inn Berlin - City East Side, an IHG Hotel",False,Friedrichshain,Fully refundable,,https://www.hotels.com/ho449913/holiday-inn-berlin-city-east-side-berlin-germany/,,,206,$,184,9.0,871.0,hotelscom
Selina Berlin Mitte,False,Berlin,,,https://www.hotels.com/ho2853051168/selina-berlin-mitte-berlin-germany/,,,203,$,181,8.0,6.0,hotelscom
ibis Berlin Mitte,False,Prenzlauer Berg,,,https://www.hotels.com/ho184427/ibis-berlin-mitte-berlin-germany/,,,103,$,92,8.4,728.0,hotelscom
ibis Berlin Hauptbahnhof,False,Berlin,,,https://www.hotels.com/ho511736/ibis-berlin-hauptbahnhof-berlin-germany/,,,120,$,107,8.8,703.0,hotelscom
The Mandala Hotel Berlin,False,Tiergarten,Fully refundable,,https://www.hotels.com/ho180370/the-mandala-hotel-berlin-berlin-germany/,,,263,$,235,9.4,993.0,hotelscom
about:berlin Hotel,False,Berlin,,,https://www.hotels.com/ho170795/about-berlin-hotel-berlin-germany/,,,170,$,152,9.0,90.0,hotelscom
Hotel Villa Kastania,False,Berlin,,Pool,https://www.hotels.com/ho200787/hotel-villa-kastania-berlin-germany/,,,130,$,116,8.6,464.0,hotelscom
Motel One Berlin - Upper West,False,Berlin,Fully refundable,,https://www.hotels.com/ho547139712/motel-one-berlin-upper-west-berlin-germany/,,,148,$,132,9.0,476.0,hotelscom
Hotel Adlon Kempinski,False,Mitte,Fully refundable,Pool,https://www.hotels.com/ho128767/hotel-adlon-kempinski-berlin-germany/,,,460,$,411,9.4,1006.0,hotelscom
Essential by Dorint Berlin-Adlershof,False,Adlershof,Fully refundable,,https://www.hotels.com/ho199852/essential-by-dorint-berlin-adlershof-berlin-germany/,,,129,$,116,8.6,283.0,hotelscom
Hotel Lützow,False,Tiergarten,Fully refundable,,https://www.hotels.com/ho313198/hotel-lutzow-berlin-germany/,,,89,$,79,7.8,990.0,hotelscom
Motel One Berlin - Spittelmarkt,False,Mitte,Fully refundable,,https://www.hotels.com/ho364630/motel-one-berlin-spittelmarkt-berlin-germany/,,,137,$,122,9.0,329.0,hotelscom
Apartmenthaus Berlin Mitte,False,Mitte,,,https://www.hotels.com/ho2918366240/apartmenthaus-berlin-mitte-dixcove-ghana/,,,118,$,105,10.0,3.0,hotelscom
Hotel Bristol Berlin,False,Berlin,Fully refundable,Pool,https://www.hotels.com/ho109357/hotel-bristol-berlin-berlin-germany/,,,165,$,147,8.4,1005.0,hotelscom
Novotel Berlin Am Tiergarten,False,Berlin,,,https://www.hotels.com/ho224162/novotel-berlin-am-tiergarten-berlin-germany/,,,130,$,116,8.8,999.0,hotelscom
numa I Arc Rooms & Apartments,False,Kreuzberg,,,https://www.hotels.com/ho220231/angleterre-hotel-berlin-germany/,,,159,$,142,8.4,998.0,hotelscom
Hotel Ludwig van Beethoven,False,Kreuzberg,,Breakfast included,https://www.hotels.com/ho406892/hotel-ludwig-van-beethoven-berlin-germany/,,,98,$,88,8.8,990.0,hotelscom
